instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp_daily,atemp_daily,hum_daily,windspeed_daily,casual_daily,registered_daily,cnt_daily,day_name,year_month,casual_hourly,registered_hourly,cnt_hourly,temp_hourly,atemp_hourly,hum_hourly,windspeed_hourly
124,2011-05-04,2,0,5,0,3,1,2,0.414167,0.40465,0.737083,0.328996,255.0,2378.0,2633.0,Wednesday,2011-05,255,2378.0,2634.0,0.4141666666666666,0.40465,0.7370833333333334,0.3289958333333333
125,2011-05-05,2,0,5,0,4,1,1,0.459167,0.441917,0.444167,0.295392,614.0,3819.0,4433.0,Thursday,2011-05,614,3819.0,4433.0,0.45916666666666667,0.4419166666666667,0.44416666666666665,0.29539166666666666
126,2011-05-06,2,0,5,0,5,1,1,0.479167,0.474117,0.59,0.228246,894.0,3714.0,4608.0,Friday,2011-05,894,3714.0,4609.0,0.4791666666666667,0.4741166666666667,0.59,0.22824583333333334
127,2011-05-07,2,0,5,0,6,0,1,0.52,0.512621,0.54125,0.16045,1612.0,3102.0,4714.0,Saturday,2011-05,1612,3102.0,4714.0,0.52,0.5126208333333333,0.54125,0.16045
128,2011-05-08,2,0,5,0,0,0,1,0.528333,0.518933,0.631667,0.0746375,1401.0,2932.0,4333.0,Sunday,2011-05,1401,2932.0,4333.0,0.5283333333333333,0.5189333333333334,0.6316666666666667,0.0746375
129,2011-05-09,2,0,5,0,1,1,1,0.5325,0.525246,0.58875,0.176,664.0,3698.0,4362.0,Monday,2011-05,664,3698.0,4362.0,0.5325,0.5252458333333333,0.58875,0.17600000000000002
130,2011-05-10,2,0,5,0,2,1,1,0.5325,0.522721,0.489167,0.115671,694.0,4109.0,4803.0,Tuesday,2011-05,694,4109.0,4803.0,0.5325000000000001,0.5227208333333333,0.4891666666666667,0.11567083333333333
131,2011-05-11,2,0,5,0,3,1,1,0.5425,0.5284,0.632917,0.120642,550.0,3632.0,4182.0,Wednesday,2011-05,550,3632.0,4182.0,0.5425,0.5284,0.6329166666666667,0.12064166666666666
132,2011-05-12,2,0,5,0,4,1,1,0.535,0.523363,0.7475,0.189667,695.0,4169.0,4864.0,Thursday,2011-05,695,4169.0,4864.0,0.535,0.5233625000000001,0.7475,0.18966666666666665
133,2011-05-13,2,0,5,0,5,1,2,0.5125,0.4943,0.863333,0.179725,692.0,3413.0,4105.0,Friday,2011-05,692,3413.0,4105.0,0.5125000000000001,0.4943,0.8633333333333333,0.17972500000000002
134,2011-05-14,2,0,5,0,6,0,2,0.520833,0.500629,0.9225,0.13495,902.0,2507.0,3409.0,Saturday,2011-05,902,2507.0,3409.0,0.5208333333333334,0.5006291666666667,0.9225,0.13495
135,2011-05-15,2,0,5,0,0,0,2,0.5625,0.536,0.867083,0.152979,1582.0,2971.0,4553.0,Sunday,2011-05,1582,2971.0,4553.0,0.5625,0.5359999999999999,0.8670833333333333,0.15297916666666667
136,2011-05-16,2,0,5,0,1,1,1,0.5775,0.550512,0.787917,0.126871,773.0,3185.0,3958.0,Monday,2011-05,773,3185.0,3958.0,0.5775,0.5505125,0.7879166666666667,0.12687083333333335
137,2011-05-17,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678.0,3445.0,4123.0,Tuesday,2011-05,678,3445.0,4123.0,0.5616666666666666,0.5385291666666666,0.8379166666666666,0.2773541666666666
138,2011-05-18,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536.0,3319.0,3855.0,Wednesday,2011-05,536,3319.0,3855.0,0.55,0.5271583333333333,0.87,0.20149166666666665
139,2011-05-19,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735.0,3840.0,4575.0,Thursday,2011-05,735,3840.0,4575.0,0.5308333333333334,0.5107416666666666,0.8295833333333333,0.1082125
140,2011-05-20,2,0,5,0,5,1,1,0.536667,0.529042,0.719583,0.125013,909.0,4008.0,4917.0,Friday,2011-05,909,4008.0,4917.0,0.5366666666666667,0.5290416666666666,0.7195833333333334,0.1250125
141,2011-05-21,2,0,5,0,6,0,1,0.6025,0.571975,0.626667,0.12065,2258.0,3547.0,5805.0,Saturday,2011-05,2258,3547.0,5805.0,0.6025,0.571975,0.6266666666666666,0.12065
142,2011-05-22,2,0,5,0,0,0,1,0.604167,0.5745,0.749583,0.148008,1576.0,3084.0,4660.0,Sunday,2011-05,1576,3084.0,4660.0,0.6041666666666666,0.5745,0.7495833333333333,0.14800833333333333
143,2011-05-23,2,0,5,0,1,1,2,0.631667,0.590296,0.81,0.233842,836.0,3438.0,4274.0,Monday,2011-05,836,3438.0,4274.0,0.6316666666666667,0.5902958333333334,0.8099999999999999,0.23384166666666664
144,2011-05-24,2,0,5,0,2,1,2,0.66,0.604813,0.740833,0.207092,659.0,3833.0,4492.0,Tuesday,2011-05,659,3833.0,4492.0,0.66,0.6048125,0.7408333333333333,0.20709166666666667
145,2011-05-25,2,0,5,0,3,1,1,0.660833,0.615542,0.69625,0.154233,740.0,4238.0,4978.0,Wednesday,2011-05,740,4238.0,4978.0,0.6608333333333333,0.6155416666666667,0.69625,0.15423333333333333
146,2011-05-26,2,0,5,0,4,1,1,0.708333,0.654688,0.6775,0.199642,758.0,3919.0,4677.0,Thursday,2011-05,758,3919.0,4677.0,0.7083333333333334,0.6546875,0.6775000000000001,0.1996416666666667
147,2011-05-27,2,0,5,0,5,1,1,0.681667,0.637008,0.65375,0.240679,871.0,3808.0,4679.0,Friday,2011-05,871,3808.0,4679.0,0.6816666666666666,0.6370083333333333,0.6537499999999999,0.24067916666666667
148,2011-05-28,2,0,5,0,6,0,1,0.655833,0.612379,0.729583,0.230092,2001.0,2757.0,4758.0,Saturday,2011-05,2001,2757.0,4758.0,0.6558333333333334,0.6123791666666666,0.7295833333333334,0.23009166666666667
149,2011-05-29,2,0,5,0,0,0,1,0.6675,0.61555,0.81875,0.213938,2355.0,2433.0,4788.0,Sunday,2011-05,2355,2433.0,4788.0,0.6675,0.6155499999999999,0.81875,0.2139375
150,2011-05-30,2,0,5,1,1,0,1,0.733333,0.671092,0.685,0.131225,1549.0,2549.0,4098.0,Monday,2011-05,1549,2549.0,4098.0,0.7333333333333334,0.6710916666666668,0.6849999999999999,0.131225
151,2011-05-31,2,0,5,0,2,1,1,0.775,0.725383,0.636667,0.111329,673.0,3309.0,3982.0,Tuesday,2011-05,673,3309.0,3982.0,0.775,0.7253833333333333,0.6366666666666666,0.11132916666666666
152,2011-06-01,2,0,6,0,3,1,2,0.764167,0.720967,0.677083,0.207092,513.0,3461.0,3974.0,Wednesday,2011-06,513,3461.0,3974.0,0.7641666666666667,0.7209666666666666,0.6770833333333334,0.20709166666666667
153,2011-06-02,2,0,6,0,4,1,1,0.715,0.643942,0.305,0.292287,736.0,4232.0,4968.0,Thursday,2011-06,736,4232.0,4968.0,0.715,0.6439416666666666,0.305,0.2922875
154,2011-06-03,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898.0,4414.0,5312.0,Friday,2011-06,898,4414.0,5312.0,0.62,0.5871333333333333,0.3541666666666667,0.25312083333333335
155,2011-06-04,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869.0,3473.0,5342.0,Saturday,2011-06,1869,3473.0,5342.0,0.635,0.5946958333333333,0.45625,0.12314166666666666
156,2011-06-05,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685.0,3221.0,4906.0,Sunday,2011-06,1685,3221.0,4906.0,0.6483333333333333,0.6168041666666667,0.6525,0.13869166666666669
157,2011-06-06,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673.0,3875.0,4548.0,Monday,2011-06,673,3875.0,4548.0,0.6783333333333333,0.6218583333333333,0.6,0.12189583333333333
158,2011-06-07,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763.0,4070.0,4833.0,Tuesday,2011-06,763,4070.0,4833.0,0.7075,0.6559499999999999,0.5979166666666667,0.18780833333333333
159,2011-06-08,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,676.0,3725.0,4401.0,Wednesday,2011-06,676,3725.0,4401.0,0.7758333333333334,0.7272791666666666,0.6220833333333333,0.13681666666666667
160,2011-06-09,2,0,6,0,4,1,2,0.808333,0.757579,0.568333,0.149883,563.0,3352.0,3915.0,Thursday,2011-06,563,3352.0,3915.0,0.8083333333333332,0.7575791666666666,0.5683333333333334,0.14988333333333334
161,2011-06-10,2,0,6,0,5,1,1,0.755,0.703292,0.605,0.140554,815.0,3771.0,4586.0,Friday,2011-06,815,3771.0,4586.0,0.755,0.7032916666666668,0.605,0.14055416666666667
162,2011-06-11,2,0,6,0,6,0,1,0.725,0.678038,0.654583,0.15485,1729.0,3237.0,4966.0,Saturday,2011-06,1729,3237.0,4966.0,0.725,0.6780375,0.6545833333333334,0.15485000000000002
163,2011-06-12,2,0,6,0,0,0,1,0.6925,0.643325,0.747917,0.163567,1467.0,2993.0,4460.0,Sunday,2011-06,1467,2993.0,4460.0,0.6925,0.643325,0.7479166666666667,0.16356666666666667
164,2011-06-13,2,0,6,0,1,1,1,0.635,0.601654,0.494583,0.30535,863.0,4157.0,5020.0,Monday,2011-06,863,4157.0,5020.0,0.635,0.6016541666666667,0.4945833333333333,0.30535
165,2011-06-14,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727.0,4164.0,4891.0,Tuesday,2011-06,727,4164.0,4891.0,0.6041666666666666,0.5915458333333333,0.5070833333333333,0.2692833333333333
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769.0,4411.0,5180.0,Wednesday,2011-06,769,4411.0,5181.0,0.6266666666666666,0.5877541666666667,0.4716666666666667,0.16791250000000002
167,2011-06-16,2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,545.0,3222.0,3767.0,Thursday,2011-06,545,3222.0,3767.0,0.6283333333333333,0.5953458333333334,0.6883333333333334,0.20647083333333335
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863.0,3981.0,4844.0,Friday,2011-06,863,3981.0,4844.0,0.6491666666666667,0.6003833333333334,0.7358333333333333,0.14302916666666668
169,2011-06-18,2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1807.0,3312.0,5119.0,Saturday,2011-06,1807,3312.0,5119.0,0.6966666666666667,0.6439541666666666,0.6704166666666667,0.11940833333333334
170,2011-06-19,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,1639.0,3105.0,4744.0,Sunday,2011-06,1639,3105.0,4744.0,0.6991666666666667,0.6458458333333333,0.6666666666666666,0.102
171,2011-06-20,2,0,6,0,1,1,2,0.635,0.595346,0.74625,0.155475,699.0,3311.0,4010.0,Monday,2011-06,699,3313.0,4011.0,0.635,0.5953458333333334,0.74625,0.155475
172,2011-06-21,3,0,6,0,2,1,2,0.680833,0.637646,0.770417,0.171025,774.0,4061.0,4835.0,Tuesday,2011-06,774,4061.0,4835.0,0.6808333333333333,0.6376458333333334,0.7704166666666666,0.17102499999999998
173,2011-06-22,3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,661.0,3846.0,4507.0,Wednesday,2011-06,661,3846.0,4507.0,0.7333333333333334,0.6938291666666667,0.7075,0.17226249999999999
174,2011-06-23,3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,746.0,4044.0,4790.0,Thursday,2011-06,746,4044.0,4790.0,0.7283333333333334,0.6938333333333332,0.7033333333333333,0.23880416666666668
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969.0,4022.0,4991.0,Friday,2011-06,969,4022.0,4991.0,0.7241666666666666,0.6565833333333333,0.5733333333333334,0.222025
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782.0,3420.0,5202.0,Saturday,2011-06,1782,3420.0,5202.0,0.695,0.6433125,0.48333333333333334,0.20957083333333335
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920.0,3385.0,5305.0,Sunday,2011-06,1920,3385.0,5305.0,0.68,0.6376291666666666,0.5133333333333333,0.09453333333333334
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854.0,3854.0,4708.0,Monday,2011-06,854,3854.0,4708.0,0.6825,0.6370041666666667,0.6583333333333333,0.1075875
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732.0,3916.0,4648.0,Tuesday,2011-06,732,3916.0,4648.0,0.7441666666666666,0.6925583333333334,0.6341666666666667,0.14428333333333335
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848.0,4377.0,5225.0,Wednesday,2011-06,848,4377.0,5225.0,0.7283333333333334,0.6546875,0.4979166666666666,0.26182083333333334
181,2011-06-30,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027.0,4488.0,5515.0,Thursday,2011-06,1027,4488.0,5515.0,0.6966666666666667,0.6370083333333333,0.43416666666666665,0.1853125
182,2011-07-01,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246.0,4116.0,5362.0,Friday,2011-07,1246,4116.0,5362.0,0.7225,0.6521625,0.39625,0.10260833333333334
183,2011-07-02,3,0,7,0,6,0,1,0.738333,0.667308,0.444583,0.115062,2204.0,2915.0,5119.0,Saturday,2011-07,2204,2915.0,5119.0,0.7383333333333333,0.6673083333333333,0.44458333333333333,0.1150625
184,2011-07-03,3,0,7,0,0,0,2,0.716667,0.668575,0.6825,0.228858,2282.0,2367.0,4649.0,Sunday,2011-07,2274,2367.0,4650.0,0.7166666666666667,0.668575,0.6825,0.2288583333333333
185,2011-07-04,3,0,7,1,1,0,2,0.726667,0.665417,0.637917,0.0814792,2930.600000000005,2978.0,6043.0,Monday,2011-07,3063,2978.0,6043.0,0.7266666666666667,0.6654166666666667,0.6379166666666667,0.08147916666666667
186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031.0,3634.0,4665.0,Tuesday,2011-07,1031,3634.0,4665.0,0.7466666666666667,0.6963374999999999,0.5904166666666667,0.12625833333333333
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784.0,3845.0,4629.0,Wednesday,2011-07,784,3845.0,4629.0,0.7200000000000001,0.6856333333333332,0.7433333333333333,0.14988333333333334
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754.0,3838.0,4592.0,Thursday,2011-07,754,3838.0,4592.0,0.75,0.6868708333333333,0.65125,0.1592
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692.0,3348.0,4040.0,Friday,2011-07,692,3348.0,4040.0,0.7091666666666666,0.6704833333333333,0.7579166666666667,0.22512916666666669
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988.0,3348.0,5336.0,Saturday,2011-07,1988,3348.0,5336.0,0.7333333333333334,0.6641583333333333,0.6091666666666666,0.16791250000000002
191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,1743.0,3138.0,4881.0,Sunday,2011-07,1743,3138.0,4881.0,0.7475,0.690025,0.5783333333333334,0.18347083333333333
192,2011-07-11,3,0,7,0,1,1,1,0.7625,0.729804,0.635833,0.282337,723.0,3363.0,4086.0,Monday,2011-07,723,3363.0,4086.0,0.7625000000000001,0.7298041666666667,0.6358333333333334,0.28233749999999996
193,2011-07-12,3,0,7,0,2,1,1,0.794167,0.739275,0.559167,0.200254,662.0,3596.0,4258.0,Tuesday,2011-07,662,3596.0,4258.0,0.7941666666666666,0.739275,0.5591666666666667,0.20025416666666665
194,2011-07-13,3,0,7,0,3,1,1,0.746667,0.689404,0.631667,0.146133,748.0,3594.0,4342.0,Wednesday,2011-07,748,3594.0,4342.0,0.7466666666666666,0.6894041666666667,0.6316666666666667,0.14613333333333334
195,2011-07-14,3,0,7,0,4,1,1,0.680833,0.635104,0.47625,0.240667,888.0,4196.0,5084.0,Thursday,2011-07,888,4196.0,5084.0,0.6808333333333333,0.6351041666666667,0.47625,0.24066666666666667
196,2011-07-15,3,0,7,0,5,1,1,0.663333,0.624371,0.59125,0.182833,1318.0,4220.0,5538.0,Friday,2011-07,1318,4220.0,5538.0,0.6633333333333333,0.6243708333333333,0.5912499999999999,0.18283333333333332
197,2011-07-16,3,0,7,0,6,0,1,0.686667,0.638263,0.585,0.208342,2418.0,3505.0,5923.0,Saturday,2011-07,2418,3505.0,5923.0,0.6866666666666666,0.6382625,0.5850000000000001,0.20834166666666668
198,2011-07-17,3,0,7,0,0,0,1,0.719167,0.669833,0.604167,0.245033,2006.0,3296.0,5302.0,Sunday,2011-07,2006,3296.0,5302.0,0.7191666666666667,0.6698333333333334,0.6041666666666666,0.24503333333333333
199,2011-07-18,3,0,7,0,1,1,1,0.746667,0.703925,0.65125,0.215804,841.0,3617.0,4458.0,Monday,2011-07,841,3617.0,4458.0,0.7466666666666667,0.703925,0.65125,0.21580416666666669
200,2011-07-19,3,0,7,0,2,1,1,0.776667,0.747479,0.650417,0.1306,752.0,3789.0,4541.0,Tuesday,2011-07,752,3789.0,4541.0,0.7766666666666667,0.7474791666666666,0.6504166666666666,0.13060000000000002
201,2011-07-20,3,0,7,0,3,1,1,0.768333,0.74685,0.707083,0.113817,644.0,3688.0,4332.0,Wednesday,2011-07,644,3688.0,4332.0,0.7683333333333334,0.7468499999999999,0.7070833333333333,0.11381666666666666
202,2011-07-21,3,0,7,0,4,1,2,0.815,0.826371,0.69125,0.222021,632.0,3152.0,3784.0,Thursday,2011-07,632,3152.0,3784.0,0.815,0.8263708333333333,0.69125,0.22202083333333333
203,2011-07-22,3,0,7,0,5,1,1,0.848333,0.840896,0.580417,0.1331,562.0,2825.0,3387.0,Friday,2011-07,562,2825.0,3387.0,0.8483333333333333,0.8408958333333333,0.5804166666666667,0.1331
204,2011-07-23,3,0,7,0,6,0,1,0.849167,0.804287,0.5,0.131221,987.0,2298.0,3285.0,Saturday,2011-07,987,2298.0,3285.0,0.8491666666666666,0.8042875,0.5,0.13122083333333331
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169171,1050.0,2556.0,3606.0,Sunday,2011-07,1050,2556.0,3606.0,0.8300000000000001,0.7948291666666667,0.5508333333333334,0.16917083333333335
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568.0,3272.0,3840.0,Monday,2011-07,568,3272.0,3840.0,0.7433333333333333,0.7209583333333334,0.7570833333333332,0.09080833333333332
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750.0,3840.0,4590.0,Tuesday,2011-07,750,3840.0,4590.0,0.7716666666666666,0.6969791666666666,0.5408333333333334,0.20025833333333332
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755.0,3901.0,4656.0,Wednesday,2011-07,755,3901.0,4656.0,0.775,0.6906666666666667,0.40291666666666665,0.1834625
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,606.0,3784.0,4390.0,Thursday,2011-07,606,3784.0,4390.0,0.7791666666666667,0.7399,0.5833333333333334,0.17847916666666666
210,2011-07-29,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174138,670.0,3176.0,3846.0,Friday,2011-07,670,3176.0,3846.0,0.8383333333333334,0.7859666666666666,0.5425,0.17413750000000003
211,2011-07-30,3,0,7,0,6,0,1,0.804167,0.728537,0.465833,0.168537,1559.0,2916.0,4475.0,Saturday,2011-07,1559,2916.0,4475.0,0.8041666666666667,0.7285375,0.4658333333333333,0.1685375
212,2011-07-31,3,0,7,0,0,0,1,0.805833,0.729796,0.480833,0.164813,1524.0,2778.0,4302.0,Sunday,2011-07,1524,2778.0,4302.0,0.8058333333333333,0.7297958333333333,0.4808333333333333,0.1648125
213,2011-08-01,3,0,8,0,1,1,1,0.771667,0.703292,0.550833,0.156717,729.0,3537.0,4266.0,Monday,2011-08,729,3537.0,4266.0,0.7716666666666666,0.7032916666666668,0.5508333333333333,0.15671666666666667
214,2011-08-02,3,0,8,0,2,1,1,0.783333,0.707071,0.49125,0.20585,801.0,4044.0,4845.0,Tuesday,2011-08,801,4044.0,4845.0,0.7833333333333333,0.7070708333333333,0.49124999999999996,0.20585
215,2011-08-03,3,0,8,0,3,1,2,0.731667,0.679937,0.6575,0.135583,467.0,3107.0,3574.0,Wednesday,2011-08,467,3107.0,3574.0,0.7316666666666666,0.6799375,0.6575,0.13558333333333333
216,2011-08-04,3,0,8,0,4,1,2,0.71,0.664788,0.7575,0.19715,799.0,3777.0,4576.0,Thursday,2011-08,799,3777.0,4576.0,0.71,0.6647875,0.7575,0.19715000000000002
217,2011-08-05,3,0,8,0,5,1,1,0.710833,0.656567,0.630833,0.184696,1023.0,3843.0,4866.0,Friday,2011-08,1023,3843.0,4866.0,0.7108333333333333,0.6565666666666666,0.6308333333333334,0.1846958333333333
218,2011-08-06,3,0,8,0,6,0,2,0.716667,0.676154,0.755,0.22825,1521.0,2773.0,4294.0,Saturday,2011-08,1521,2773.0,4294.0,0.7166666666666667,0.6761541666666666,0.755,0.22824999999999998
219,2011-08-07,3,0,8,0,0,0,1,0.7425,0.715292,0.752917,0.201487,1298.0,2487.0,3785.0,Sunday,2011-08,1298,2487.0,3785.0,0.7425,0.7152916666666665,0.7529166666666667,0.2014875
220,2011-08-08,3,0,8,0,1,1,1,0.765,0.703283,0.592083,0.192175,846.0,3480.0,4326.0,Monday,2011-08,846,3481.0,4327.0,0.765,0.7032833333333333,0.5920833333333334,0.19217499999999998
221,2011-08-09,3,0,8,0,2,1,1,0.775,0.724121,0.570417,0.151121,907.0,3695.0,4602.0,Tuesday,2011-08,907,3695.0,4602.0,0.775,0.7241208333333334,0.5704166666666667,0.15112083333333334
222,2011-08-10,3,0,8,0,3,1,1,0.766667,0.684983,0.424167,0.200258,884.0,3896.0,4780.0,Wednesday,2011-08,884,3896.0,4780.0,0.7666666666666666,0.6849833333333333,0.42416666666666664,0.20025833333333332
223,2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812.0,3980.0,4792.0,Thursday,2011-08,812,3980.0,4792.0,0.7174999999999999,0.6515208333333333,0.42375,0.16479583333333334
224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051.0,3854.0,4905.0,Friday,2011-08,1051,3854.0,4905.0,0.7083333333333334,0.6540416666666666,0.41500000000000004,0.12562083333333332
225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504.0,2646.0,4150.0,Saturday,2011-08,1504,2646.0,4150.0,0.6858333333333334,0.6458583333333333,0.7295833333333333,0.2114541666666667
226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338.0,2482.0,3820.0,Sunday,2011-08,1338,2482.0,3820.0,0.6766666666666666,0.6243875,0.8175,0.22263333333333335
227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775.0,3563.0,4338.0,Monday,2011-08,775,3563.0,4338.0,0.6658333333333334,0.6161666666666666,0.7120833333333333,0.20895416666666666
228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721.0,4004.0,4725.0,Tuesday,2011-08,721,4004.0,4725.0,0.7008333333333333,0.6458375,0.5783333333333333,0.23632916666666667
229,2011-08-17,3,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.143667,668.0,4026.0,4694.0,Wednesday,2011-08,668,4026.0,4694.0,0.7233333333333333,0.6666708333333333,0.5754166666666667,0.14366666666666666
230,2011-08-18,3,0,8,0,4,1,1,0.711667,0.662258,0.654583,0.233208,639.0,3166.0,3805.0,Thursday,2011-08,639,3166.0,3805.0,0.7116666666666668,0.6622583333333333,0.6545833333333334,0.23320833333333335
231,2011-08-19,3,0,8,0,5,1,2,0.685,0.633221,0.722917,0.139308,797.0,3356.0,4153.0,Friday,2011-08,797,3356.0,4153.0,0.685,0.6332208333333332,0.7229166666666668,0.13930833333333334
232,2011-08-20,3,0,8,0,6,0,1,0.6975,0.648996,0.674167,0.104467,1914.0,3277.0,5191.0,Saturday,2011-08,1914,3277.0,5191.0,0.6974999999999999,0.6489958333333333,0.6741666666666667,0.10446666666666667
233,2011-08-21,3,0,8,0,0,0,1,0.710833,0.675525,0.77,0.248754,1249.0,2624.0,3873.0,Sunday,2011-08,1249,2624.0,3873.0,0.7108333333333333,0.6755249999999999,0.77,0.2487541666666667
234,2011-08-22,3,0,8,0,1,1,1,0.691667,0.638254,0.47,0.27675,833.0,3925.0,4758.0,Monday,2011-08,833,3925.0,4758.0,0.6916666666666668,0.6382541666666667,0.47,0.27675
235,2011-08-23,3,0,8,0,2,1,1,0.640833,0.606067,0.455417,0.146763,1281.0,4614.0,5895.0,Tuesday,2011-08,1281,4614.0,5895.0,0.6408333333333333,0.6060666666666666,0.45541666666666664,0.1467625
236,2011-08-24,3,0,8,0,3,1,1,0.673333,0.630692,0.605,0.253108,949.0,4181.0,5130.0,Wednesday,2011-08,949,4181.0,5131.0,0.6733333333333333,0.6306916666666667,0.605,0.2531083333333333
237,2011-08-25,3,0,8,0,4,1,2,0.684167,0.645854,0.771667,0.210833,435.0,3107.0,3542.0,Thursday,2011-08,435,3107.0,3542.0,0.6841666666666667,0.6458541666666666,0.7716666666666666,0.21083333333333334
238,2011-08-26,3,0,8,0,5,1,1,0.7,0.659733,0.76125,0.0839625,768.0,3893.0,4661.0,Friday,2011-08,768,3893.0,4661.0,0.7000000000000001,0.6597333333333333,0.76125,0.0839625
239,2011-08-27,3,0,8,0,6,0,2,0.68,0.635556,0.85,0.375617,226.0,889.0,1115.0,Saturday,2011-08,226,889.0,1115.0,0.68,0.6355555555555555,0.85,0.37561666666666665
240,2011-08-28,3,0,8,0,0,0,1,0.707059,0.647959,0.561765,0.304659,1415.0,2919.0,4334.0,Sunday,2011-08,1415,2919.0,4335.0,0.7070588235294117,0.6479588235294118,0.5617647058823529,0.30465882352941176
241,2011-08-29,3,0,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825,729.0,3905.0,4634.0,Monday,2011-08,729,3905.0,4634.0,0.6366666666666666,0.6079583333333333,0.5545833333333333,0.159825
242,2011-08-30,3,0,8,0,2,1,1,0.639167,0.594704,0.548333,0.125008,775.0,4429.0,5204.0,Tuesday,2011-08,775,4429.0,5204.0,0.6391666666666667,0.5947041666666667,0.5483333333333333,0.12500833333333333
243,2011-08-31,3,0,8,0,3,1,1,0.656667,0.611121,0.597917,0.0833333,688.0,4370.0,5058.0,Wednesday,2011-08,688,4370.0,5058.0,0.6566666666666666,0.6111208333333333,0.5979166666666667,0.08333333333333333
244,2011-09-01,3,0,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,783.0,4332.0,5115.0,Thursday,2011-09,783,4332.0,5115.0,0.655,0.6149208333333332,0.6391666666666667,0.14179583333333332
245,2011-09-02,3,0,9,0,5,1,2,0.643333,0.604808,0.727083,0.139929,875.0,3852.0,4727.0,Friday,2011-09,875,3852.0,4727.0,0.6433333333333333,0.6048083333333333,0.7270833333333333,0.13992916666666666
246,2011-09-03,3,0,9,0,6,0,1,0.669167,0.633213,0.716667,0.185325,1935.0,2549.0,4484.0,Saturday,2011-09,1935,2549.0,4484.0,0.6691666666666666,0.6332125,0.7166666666666667,0.185325
247,2011-09-04,3,0,9,0,0,0,1,0.709167,0.665429,0.742083,0.206467,2521.0,2419.0,4940.0,Sunday,2011-09,2516,2419.0,4940.0,0.7091666666666666,0.6654291666666666,0.7420833333333333,0.2064666666666667
